"Time ",C
0,0
60,2.6999999999999997
120,5
180,9
240,11.8
300,13.9
360,15.5
420,17.400000000000002
480,17.9
540,18.5
600,19
660,19.400000000000002
720,20.099999999999998
780,21.099999999999998
840,21.5
900,21.8
960,22.2
1020,22.6
1080,22.7
1140,23
1200,23.299999999999997
1260,23.5
1320,23.5
1380,23.599999999999998
1440,23.9
1500,24
1560,24.4
1620,24.499999999999996
1680,24.599999999999998
1740,24.599999999999998
1800,24.599999999999998
1860,24.599999999999998
1920,24.700000000000003
1980,24.9
2040,24.9
2100,25
2160,25.299999999999997
2220,25.6
2280,25.6
2340,25.6
2400,25.6
2460,25.7
2520,25.7
2580,25.7
2640,25.7
2700,25.7
2760,25.7
2820,25.7
2880,25.7
2940,26
3000,26.1
3060,26.1
3120,26.1
3180,26.1
3240,26.2
3300,26.2
3360,26.2
3420,26.299999999999997
3480,26.299999999999997
3540,26.299999999999997
3600,26.6
3660,26.6
3720,26.700000000000003
3780,26.700000000000003
3840,26.8
3900,26.8
3960,26.8
4020,26.9
4080,26.9
4140,26.9
4200,26.9
4260,26.9
4320,26.9
4380,26.9
4440,26.9
4500,26.9
4560,26.9
4620,26.9
4680,26.9
4740,26.9
4800,26.9
4860,26.9
4920,26.9
4980,26.9
5040,26.9
5100,26.9
5160,26.9
5220,26.9
5280,26.9
5340,26.9
5400,26.9
5460,26.9
5520,26.9
5580,26.9
5640,26.9
5700,26.9
5760,26.9
5820,26.9
5880,26.9
5940,26.9
6000,26.9
6060,26.9
6120,26.9
6180,26.9
6240,26.9
6300,26.9
6360,26.9
6420,26.9
6480,26.9
6540,26.9
6600,26.9
6660,27
6720,27
6780,27
6840,27.1
6900,27.1
6960,27.1
7020,27.1
7080,27.1
7140,27.1
7200,27.1
7260,27.1
7320,27.2
7380,27.2
7440,27.2
7500,27.2
7560,27.2
7620,27.2
7680,27.2
7740,27.2
7800,27.2
7860,27.2
7920,27.299999999999997
7980,27.299999999999997
8040,27.5
8100,27.5
8160,27.5
8220,27.5
8280,27.5
8340,27.6
8400,27.6
8460,27.6
8520,27.6
8580,27.6
8640,27.6
8700,27.6
8760,27.6
8820,27.700000000000003
8880,27.700000000000003
8940,27.700000000000003
9000,27.700000000000003
9060,27.700000000000003
9120,27.700000000000003
9180,27.700000000000003
9240,27.700000000000003
9300,27.8
9360,27.8
9420,27.9
9480,27.9
9540,27.9
9600,27.9
9660,27.9
9720,27.9
9780,27.9
9840,27.9
9900,27.9
9960,27.9
10020,27.9
10080,27.9
10140,27.9
10200,27.9
10260,27.9
10320,27.9
10380,27.9
10440,27.9
10500,27.9
10560,27.9
10620,27.9
10680,27.9
10740,27.9
10800,27.9
10860,27.9
10920,27.9
10980,27.9
11040,27.9
11100,27.9
11160,27.9
11220,27.9
11280,27.9
11340,27.9
11400,27.9
11460,27.9
11520,27.9
11580,27.9
11640,27.9
11700,27.9
11760,27.9
11820,27.9
11880,27.9
11940,27.9
12000,27.9
12060,27.9
12120,27.9
12180,27.9
12240,27.9
12300,27.9
12360,28
12420,28
12480,28
12540,28.1
12600,28.1
12660,28.1
12720,28.1
12780,28.1
12840,28.2
12900,28.2
12960,28.2
13020,28.2
13080,28.2
13140,28.299999999999997
13200,28.299999999999997
13260,28.299999999999997
13320,28.299999999999997
13380,28.299999999999997
13440,28.299999999999997
13500,28.299999999999997
13560,28.299999999999997
13620,28.299999999999997
13680,28.299999999999997
13740,28.299999999999997
13800,28.299999999999997
13860,28.299999999999997
13920,28.299999999999997
13980,28.299999999999997
14040,28.299999999999997
14100,28.299999999999997
14160,28.299999999999997
14220,28.299999999999997
14280,28.299999999999997
14340,28.299999999999997
14400,28.299999999999997
14460,28.299999999999997
14520,28.4
14580,28.4
14640,28.4
14700,28.4
14760,28.4
14820,28.4
14880,28.4
14940,28.4
15000,28.5
15060,28.5
15120,28.5
15180,28.5
15240,28.5
15300,28.5
15360,28.5
15420,28.5
15480,28.5
15540,28.5
15600,28.5
15660,28.5
15720,28.5
15780,28.5
15840,28.5
15900,28.5
15960,28.5
16020,28.5
16080,28.5
16140,28.5
16200,28.5
16260,28.5
16320,28.5
16380,28.5
16440,28.5
16500,28.5
16560,28.5
16620,28.5
16680,28.5
16740,28.5
16800,28.5
16860,28.5
16920,28.5
16980,28.5
17040,28.5
17100,28.5
17160,28.5
17220,28.5
17280,28.5
17340,28.5
17400,28.5
17460,28.5
17520,28.5
17580,28.5
17640,28.5
17700,28.5
17760,28.5
17820,28.5
17880,28.5
17940,28.5
18000,28.5
18060,28.5
18120,28.5
18180,28.5
18240,28.5
18300,28.5
18360,28.700000000000003
18420,28.700000000000003
18480,28.700000000000003
18540,28.700000000000003
18600,28.700000000000003
18660,28.700000000000003
18720,28.700000000000003
18780,28.700000000000003
18840,28.700000000000003
18900,28.700000000000003
18960,28.700000000000003
19020,28.700000000000003
19080,28.700000000000003
19140,28.700000000000003
19200,28.700000000000003
19260,28.700000000000003
19320,28.700000000000003
19380,28.700000000000003
19440,28.700000000000003
19500,28.700000000000003
19560,28.700000000000003
19620,28.700000000000003
19680,28.700000000000003
19740,28.700000000000003
19800,28.700000000000003
19860,28.700000000000003
19920,28.700000000000003
19980,28.700000000000003
20040,28.700000000000003
20100,28.700000000000003
20160,28.700000000000003
20220,28.700000000000003
20280,28.700000000000003
20340,28.700000000000003
20400,28.700000000000003
20460,28.700000000000003
20520,28.700000000000003
20580,28.700000000000003
20640,28.700000000000003
20700,28.700000000000003
20760,28.700000000000003
20820,28.700000000000003
20880,28.700000000000003
20940,28.700000000000003
21000,28.700000000000003
21060,28.700000000000003
21120,28.700000000000003
21180,28.700000000000003
21240,28.700000000000003
21300,28.700000000000003
21360,28.700000000000003
21420,28.700000000000003
21480,28.700000000000003
21540,28.700000000000003
21600,28.700000000000003
21660,28.700000000000003
21720,28.700000000000003
21780,28.700000000000003
21840,28.700000000000003
21900,28.700000000000003
21960,28.700000000000003
22020,28.700000000000003
22080,28.700000000000003
22140,28.700000000000003
22200,28.700000000000003
22260,28.700000000000003
22320,28.700000000000003
22380,28.700000000000003
22440,28.700000000000003
22500,28.700000000000003
22560,28.700000000000003
22620,28.700000000000003
