A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
1910.1845703125,3689.362060546875,2877.844482421875,,,,,,2620.7421875,2896.8212890625,,,,,,,14798.052734375,,,,,,,,5063.0185546875,,,,,,,,,,,,,,,,,,,,,,,
1973.9345703125,3614.6064453125,2695.48388671875,,,,,,2583.720703125,2867.766845703125,,,,,,,16362.9287109375,,,,,,,,5204.501953125,,,,,,,,,,,,,,,,,,,,,,,
1901.497314453125,3519.7099609375,2295.103759765625,,,,,,2572.25048828125,2912.064453125,,,,,,,17031.67578125,,,,,,,,5179.955078125,,,,,,,,,,,,,,,,,,,,,,,
1843.3712158203125,3433.537109375,2066.251708984375,,,,,,2470.366943359375,2862.013671875,,,,,,,18474.724609375,,,,,,,,5169.728515625,,,,,,,,,,,,,,,,,,,,,,,
1804.9312744140625,3398.2490234375,1847.35302734375,,,,,,2501.639404296875,2708.775390625,,,,,,,19094.66015625,,,,,,,,5170.123046875,,,,,,,,,,,,,,,,,,,,,,,
1782.050048828125,3342.9912109375,1729.8565673828125,,,,,,2452.663330078125,2735.1943359375,,,,,,,20212.5703125,,,,,,,,5178.32080078125,,,,,,,,,,,,,,,,,,,,,,,
1730.091552734375,3267.533203125,1642.5213623046875,,,,,,2408.443115234375,2740.494140625,,,,,,,21443.361328125,,,,,,,,5177.876953125,,,,,,,,,,,,,,,,,,,,,,,
1737.0333251953125,3239.63134765625,1559.53466796875,,,,,,2443.673828125,2699.51953125,,,,,,,22583.908203125,,,,,,,,5042.84423828125,,,,,,,,,,,,,,,,,,,,,,,
1731.35546875,3215.311767578125,1502.72412109375,,,,,,2467.375732421875,2663.203125,,,,,,,23708.001953125,,,,,,,,5040.38623046875,,,,,,,,,,,,,,,,,,,,,,,
1716.5426025390625,3210.84423828125,1460.6572265625,,,,,,2423.528564453125,2507.885986328125,,,,,,,24902.1484375,,,,,,,,5159.900390625,,,,,,,,,,,,,,,,,,,,,,,
1703.916748046875,3206.24853515625,1424.970458984375,,,,,,2449.607666015625,2515.359375,,,,,,,25783.53515625,,,,,,,,5158.9404296875,,,,,,,,,,,,,,,,,,,,,,,
1726.90283203125,3164.6572265625,1445.300048828125,,,,,,2443.001220703125,2626.310546875,,,,,,,27004.787109375,,,,,,,,5225.23828125,,,,,,,,,,,,,,,,,,,,,,,
1697.73583984375,3158.4267578125,1406.739501953125,,,,,,2420.934814453125,2585.1787109375,,,,,,,28133.9765625,,,,,,,,5309.40087890625,,,,,,,,,,,,,,,,,,,,,,,
1696.3448486328125,3140.12109375,1366.42529296875,,,,,,2430.47998046875,2562.24462890625,,,,,,,29373.533203125,,,,,,,,5327.02734375,,,,,,,,,,,,,,,,,,,,,,,
1708.5306396484375,3146.150390625,1379.95458984375,,,,,,2381.28125,2574.749267578125,,,,,,,30730.01953125,,,,,,,,5344.076171875,,,,,,,,,,,,,,,,,,,,,,,
1707.583251953125,3169.100341796875,1391.84912109375,,,,,,2398.07763671875,2583.437744140625,,,,,,,31808.865234375,,,,,,,,5369.671875,,,,,,,,,,,,,,,,,,,,,,,
1730.406005859375,3168.066650390625,1382.6650390625,,,,,,2397.251220703125,2426.347412109375,,,,,,,32949.609375,,,,,,,,5429.05712890625,,,,,,,,,,,,,,,,,,,,,,,
1733.3916015625,3147.59033203125,1379.447998046875,,,,,,2403.42236328125,2526.349365234375,,,,,,,33943.8984375,,,,,,,,5428.54248046875,,,,,,,,,,,,,,,,,,,,,,,
1739.9488525390625,3157.77978515625,1372.148193359375,,,,,,2446.5263671875,2413.348876953125,,,,,,,34993.46484375,,,,,,,,5449.46484375,,,,,,,,,,,,,,,,,,,,,,,
1758.348388671875,3153.743896484375,1386.45556640625,,,,,,2462.375732421875,2535.4755859375,,,,,,,35999.734375,,,,,,,,5431.29931640625,,,,,,,,,,,,,,,,,,,,,,,
1737.8702392578125,3142.98095703125,1381.46728515625,,,,,,2447.55029296875,2509.84716796875,,,,,,,37248.734375,,,,,,,,5513.65869140625,,,,,,,,,,,,,,,,,,,,,,,
1741.860595703125,3167.2822265625,1382.23095703125,,,,,,2440.780517578125,2404.37158203125,,,,,,,38126.51953125,,,,,,,,5559.7080078125,,,,,,,,,,,,,,,,,,,,,,,
1747.0052490234375,3156.86083984375,1443.9375,,,,,,2447.766357421875,2384.6689453125,,,,,,,39405.03125,,,,,,,,5629.44970703125,,,,,,,,,,,,,,,,,,,,,,,
1770.790283203125,3157.35888671875,1418.0679931640625,,,,,,2439.8798828125,2535.7451171875,,,,,,,40450.453125,,,,,,,,5652.49462890625,,,,,,,,,,,,,,,,,,,,,,,
1774.4754638671875,3160.360107421875,1434.92578125,,,,,,2449.99658203125,2392.816162109375,,,,,,,41387.3125,,,,,,,,5647.51953125,,,,,,,,,,,,,,,,,,,,,,,
1781.2208251953125,3167.36572265625,1449.7965087890625,,,,,,2470.49658203125,2551.0078125,,,,,,,42355.03125,,,,,,,,5690.0810546875,,,,,,,,,,,,,,,,,,,,,,,
1807.4664306640625,3178.184814453125,1468.947265625,,,,,,2457.539306640625,2504.9833984375,,,,,,,43321.96875,,,,,,,,5719.74755859375,,,,,,,,,,,,,,,,,,,,,,,
1803.8585205078125,3168.15087890625,1472.0826416015625,,,,,,2489.26953125,2502.291259765625,,,,,,,44125.76953125,,,,,,,,5750.62646484375,,,,,,,,,,,,,,,,,,,,,,,
1791.639404296875,3197.34228515625,1472.047607421875,,,,,,2483.16943359375,2524.792724609375,,,,,,,44754.33203125,,,,,,,,5812.1552734375,,,,,,,,,,,,,,,,,,,,,,,
1790.979248046875,3193.556640625,1482.044921875,,,,,,2518.624755859375,2514.420166015625,,,,,,,45565.24609375,,,,,,,,5866.2998046875,,,,,,,,,,,,,,,,,,,,,,,
1805.347412109375,3217.129638671875,1522.0076904296875,,,,,,2522.53173828125,2386.104248046875,,,,,,,46434.08203125,,,,,,,,5880.15087890625,,,,,,,,,,,,,,,,,,,,,,,
1829.681884765625,3252.193359375,1510.7340087890625,,,,,,2516.84814453125,2468.678955078125,,,,,,,47716.9453125,,,,,,,,5865.47412109375,,,,,,,,,,,,,,,,,,,,,,,
1812.333251953125,3211.24267578125,1520.849609375,,,,,,2518.26416015625,2392.285400390625,,,,,,,48485.15234375,,,,,,,,5871.435546875,,,,,,,,,,,,,,,,,,,,,,,
1824.2227783203125,3191.33251953125,1561.1007080078125,,,,,,2526.45166015625,2559.095947265625,,,,,,,49016.67578125,,,,,,,,5910.501953125,,,,,,,,,,,,,,,,,,,,,,,
1824.1268310546875,3225.157958984375,1538.0308837890625,,,,,,2550.243408203125,2519.0927734375,,,,,,,49854.34375,,,,,,,,5943.57666015625,,,,,,,,,,,,,,,,,,,,,,,
1846.366943359375,3227.87109375,1548.4500732421875,,,,,,2550.283447265625,2428.412841796875,,,,,,,50570.2734375,,,,,,,,5974.0634765625,,,,,,,,,,,,,,,,,,,,,,,
1861.281982421875,3221.766845703125,1560.1212158203125,,,,,,2544.852294921875,2423.936279296875,,,,,,,51276.8828125,,,,,,,,5987.56005859375,,,,,,,,,,,,,,,,,,,,,,,
1854.382568359375,3226.09765625,1568.548583984375,,,,,,2554.8193359375,2534.103515625,,,,,,,52244.01171875,,,,,,,,6035.23779296875,,,,,,,,,,,,,,,,,,,,,,,
1880.1075439453125,3245.411865234375,1569.998046875,,,,,,2564.6240234375,2539.665283203125,,,,,,,52843.4921875,,,,,,,,6068.9755859375,,,,,,,,,,,,,,,,,,,,,,,
1863.360595703125,3265.140380859375,1557.872314453125,,,,,,2574.882080078125,2399.431884765625,,,,,,,53441.40234375,,,,,,,,6074.14697265625,,,,,,,,,,,,,,,,,,,,,,,
1871.1663818359375,3232.721923828125,1572.256103515625,,,,,,2583.181640625,2444.694091796875,,,,,,,54191.45703125,,,,,,,,6108.6806640625,,,,,,,,,,,,,,,,,,,,,,,
1895.87060546875,3265.41455078125,1582.9705810546875,,,,,,2565.685546875,2555.51416015625,,,,,,,54804.3046875,,,,,,,,6153.36669921875,,,,,,,,,,,,,,,,,,,,,,,
1899.2506103515625,3249.3544921875,1601.5050048828125,,,,,,2634.951904296875,2453.467529296875,,,,,,,55135.765625,,,,,,,,6147.1123046875,,,,,,,,,,,,,,,,,,,,,,,
1900.138916015625,3274.343994140625,1608.163330078125,,,,,,2640.02197265625,2455.132568359375,,,,,,,55621.046875,,,,,,,,6189.82421875,,,,,,,,,,,,,,,,,,,,,,,
1914.668212890625,3277.37255859375,1620.2335205078125,,,,,,2598.432861328125,2581.031494140625,,,,,,,56527.078125,,,,,,,,6237.318359375,,,,,,,,,,,,,,,,,,,,,,,
1900.660888671875,3278.279296875,1598.8076171875,,,,,,2598.376953125,2462.073974609375,,,,,,,57085.609375,,,,,,,,6244.41064453125,,,,,,,,,,,,,,,,,,,,,,,
1908.3033447265625,3301.19287109375,1635.38623046875,,,,,,2617.773681640625,2560.833984375,,,,,,,57643.91796875,,,,,,,,6273.2568359375,,,,,,,,,,,,,,,,,,,,,,,
1922.816650390625,3288.646240234375,1635.998046875,,,,,,2642.468017578125,2571.62646484375,,,,,,,57980.7734375,,,,,,,,6275.4345703125,,,,,,,,,,,,,,,,,,,,,,,
1920.5223388671875,3282.399658203125,1663.8846435546875,,,,,,2622.9892578125,2620.21337890625,,,,,,,58503.46484375,,,,,,,,6322.7880859375,,,,,,,,,,,,,,,,,,,,,,,
1927.640380859375,3302.219970703125,1633.7667236328125,,,,,,2653.052490234375,2607.730712890625,,,,,,,58937.90234375,,,,,,,,6369.6953125,,,,,,,,,,,,,,,,,,,,,,,
1942.3675537109375,3313.11279296875,1650.5498046875,,,,,,2648.904541015625,2623.29345703125,,,,,,,59334.6171875,,,,,,,,6387.6298828125,,,,,,,,,,,,,,,,,,,,,,,
1950.373779296875,3318.43603515625,1658.045654296875,,,,,,2673.195556640625,2514.59130859375,,,,,,,59839.875,,,,,,,,6451.5947265625,,,,,,,,,,,,,,,,,,,,,,,
1949.8985595703125,3312.672607421875,1668.4404296875,,,,,,2679.8603515625,2639.408203125,,,,,,,60259.04296875,,,,,,,,6454.16650390625,,,,,,,,,,,,,,,,,,,,,,,
1967.31201171875,3334.931396484375,1695.0072021484375,,,,,,2673.5283203125,2627.71337890625,,,,,,,60895.94921875,,,,,,,,6442.2177734375,,,,,,,,,,,,,,,,,,,,,,,
1977.224365234375,3319.5087890625,1690.4178466796875,,,,,,2690.7900390625,2665.75,,,,,,,61469.25390625,,,,,,,,6481.875,,,,,,,,,,,,,,,,,,,,,,,
1991.2171630859375,3340.370361328125,1709.56787109375,,,,,,2722.896240234375,2663.364501953125,,,,,,,61754.03125,,,,,,,,6496.126953125,,,,,,,,,,,,,,,,,,,,,,,
1986.726318359375,3347.13671875,1718.845947265625,,,,,,2722.36865234375,2691.73046875,,,,,,,62411.5390625,,,,,,,,6537.85498046875,,,,,,,,,,,,,,,,,,,,,,,
2000.10302734375,3325.814697265625,1718.753662109375,,,,,,2715.68603515625,2672.10009765625,,,,,,,62651.96875,,,,,,,,6525.73193359375,,,,,,,,,,,,,,,,,,,,,,,
2017.1727294921875,3356.5361328125,1720.17724609375,,,,,,2723.454833984375,2574.380859375,,,,,,,63144.921875,,,,,,,,6562.63330078125,,,,,,,,,,,,,,,,,,,,,,,
2045.8094482421875,3366.75,1751.08544921875,,,,,,2738.653076171875,2682.48388671875,,,,,,,63470.58984375,,,,,,,,6575.51025390625,,,,,,,,,,,,,,,,,,,,,,,
1996.4752197265625,3364.6396484375,1741.40771484375,,,,,,2768.991943359375,2695.431396484375,,,,,,,63710.99609375,,,,,,,,6591.7099609375,,,,,,,,,,,,,,,,,,,,,,,
2035.094970703125,3391.428955078125,1755.2750244140625,,,,,,2740.32763671875,2710.3515625,,,,,,,64201.0625,,,,,,,,6643.14453125,,,,,,,,,,,,,,,,,,,,,,,
2031.4771728515625,3372.79150390625,1776.877197265625,,,,,,2762.496337890625,2722.754638671875,,,,,,,64382.8984375,,,,,,,,6634.02490234375,,,,,,,,,,,,,,,,,,,,,,,
2048.298095703125,3388.39404296875,1780.763916015625,,,,,,2790.42041015625,2684.950439453125,,,,,,,64860.3203125,,,,,,,,6667.654296875,,,,,,,,,,,,,,,,,,,,,,,
2037.365234375,3393.66015625,1771.002197265625,,,,,,2764.801025390625,2719.391357421875,,,,,,,65079.890625,,,,,,,,6719.193359375,,,,,,,,,,,,,,,,,,,,,,,
2057.714599609375,3397.967529296875,1776.577392578125,,,,,,2825.0400390625,2735.24609375,,,,,,,65248.4296875,,,,,,,,6711.83837890625,,,,,,,,,,,,,,,,,,,,,,,
2048.48046875,3427.11279296875,1805.843017578125,,,,,,2804.27197265625,2746.244384765625,,,,,,,65427.59375,,,,,,,,6767.861328125,,,,,,,,,,,,,,,,,,,,,,,
2073.163330078125,3416.607666015625,1806.7646484375,,,,,,2826.171142578125,2647.357421875,,,,,,,65768.453125,,,,,,,,6749.6337890625,,,,,,,,,,,,,,,,,,,,,,,
2072.786376953125,3438.68603515625,1794.074462890625,,,,,,2806.183837890625,2747.6875,,,,,,,66330.2890625,,,,,,,,6747.68896484375,,,,,,,,,,,,,,,,,,,,,,,
2087.577880859375,3441.438720703125,1810.314208984375,,,,,,2819.4921875,2747.55419921875,,,,,,,66672.484375,,,,,,,,6736.6845703125,,,,,,,,,,,,,,,,,,,,,,,
2115.51123046875,3426.446044921875,1829.728515625,,,,,,2829.50244140625,2783.774169921875,,,,,,,66862.8671875,,,,,,,,6749.15625,,,,,,,,,,,,,,,,,,,,,,,
2087.85546875,3438.24755859375,1807.68701171875,,,,,,2847.159912109375,2765.52490234375,,,,,,,66950.6015625,,,,,,,,6777.6904296875,,,,,,,,,,,,,,,,,,,,,,,
2103.8251953125,3467.844482421875,1832.8272705078125,,,,,,2827.86865234375,2770.820556640625,,,,,,,67316.3046875,,,,,,,,6756.5185546875,,,,,,,,,,,,,,,,,,,,,,,
2091.241943359375,3459.6396484375,1826.114013671875,,,,,,2848.877197265625,2796.76708984375,,,,,,,67612.8203125,,,,,,,,6750.09033203125,,,,,,,,,,,,,,,,,,,,,,,
