A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,,,20 nm,25850.7265625,5 nm,10554.841796875,0,3583.14880371094
36728.8984375,19622.6640625,25036.53515625,15808.1181640625,15241.9150390625,9805.1103515625,4409.87158203125,,,,,,,,,,82651.5546875,20319.96875,27798.76171875,18858.77734375,-5034.46630859375,10109.9091796875,3767.46533203125,,,,,,,,,,,,,,,,,,30520.48046875,19084.521484375,26216.947265625,19018.326171875,20212.970703125,10329.517578125,7320.39013671875,,,,,25544.9228515625,,10062.4397786458,,4088.29663085938
36664.71484375,19645.267578125,25016.484375,15815.0595703125,15234.78515625,9774.4501953125,4405.37890625,,,,,,,,,,82481.484375,19889.15234375,27770.966796875,18861.533203125,-5039.859375,10103.3408203125,3771.21435546875,,,,,,,,,,,,,,,,,,30444.640625,19127.626953125,26159.78515625,18980.703125,20195.638671875,10309.5283203125,7315.60693359375,,,,,25501.3759765625,,10060.2047526042,,4080.173828125
36622.56640625,19603.88671875,24932.931640625,15774.37109375,15210.763671875,9782.646484375,4402.60595703125,,,,,,,,,,82341.578125,20270.576171875,27735.84765625,18821.955078125,-5041.78515625,10106.7353515625,3757.74169921875,,,,,,,,,,,,,,,,,,30377.80859375,18977.037109375,26073.361328125,18953.08984375,20160.3125,10291.232421875,7272.64208984375,,,,,25454.5419921875,,10030.8583984375,,4092.77587890625
36577.33203125,19600.875,24909.45703125,15767.9326171875,15183.404296875,9754.7216796875,4394.66259765625,,,,,,,,,,82183.765625,20231.02734375,27672.595703125,18774.1484375,-5073.14013671875,10066.0458984375,3790.88916015625,,,,,,,,,,,,,,,,,,30332.158203125,18953.009765625,26069.8203125,18918.44921875,20112.419921875,10271.8076171875,7256.955078125,,,,,25405.580078125,,10034.4697265625,,4090.90661621094
36529.125,19570.6484375,24893.1875,15701.7412109375,15169.53125,9760.908203125,4405.85595703125,,,,,,,,,,82054.8828125,20171.921875,27679.7734375,18726.673828125,-5054.8544921875,10073.8642578125,3775.95727539062,,,,,,,,,,,,,,,,,,30267.5859375,18902.908203125,25999.626953125,18879.57421875,20106.216796875,10268.63671875,7280.92919921875,,,,,25335.7880859375,,10023.2373046875,,4073.38208007813
36497.78515625,19619.455078125,24817.283203125,15703.3671875,15157.2177734375,9766.296875,4380.9365234375,,,,,,,,,,81822.78125,19933.99609375,27571.783203125,18686.73828125,-5064.3154296875,10060.8134765625,3765.82763671875,,,,,,,,,,,,,,,,,,30143.07421875,18933.248046875,25917.97265625,18808.763671875,20036.505859375,10242.6015625,7281.98828125,,,,,25300.310546875,,9993.865234375,,4052.76818847656
36416.24609375,19590.794921875,24780,15646.60546875,15131.404296875,9739.3623046875,4368.7080078125,,,,,,,,,,81653.421875,19808.638671875,27447.662109375,18668.533203125,-5059.416015625,10021.994140625,3736.82836914063,,,,,,,,,,,,,,,,,,30082.48046875,18883.263671875,25854.29296875,18772.423828125,19980.896484375,10220.2392578125,7250.8740234375,,,,,25262.4814453125,,9977.08235677083,,4069.73852539063
36380.10546875,19573.7734375,24770.548828125,15640.826171875,15140.029296875,9739.9541015625,4373.1591796875,,,,,,,,,,81673.234375,19805.3203125,27416.26171875,18574.810546875,-5047.1650390625,9999.69140625,3766.31787109375,,,,,,,,,,,,,,,,,,30014.412109375,18869.806640625,25820.62109375,18732.626953125,19973.98828125,10191.6015625,7251.376953125,,,,,25211.8408203125,,9964.02278645833,,4047.94482421875
36295.0390625,19570.2109375,24700.251953125,15615.5048828125,15095.83203125,9716.44921875,4360.59326171875,,,,,,,,,,81422.3203125,19798.42578125,27399.43359375,18558.201171875,-5037.77099609375,9992.1953125,3735.29638671875,,,,,,,,,,,,,,,,,,29982.548828125,18827.95703125,25754.4140625,18693.888671875,19905.380859375,10183.423828125,7218.57177734375,,,,,25177.302734375,,9953.05631510417,,4051.26232910156
36259.79296875,19521.685546875,24715.3828125,15620.759765625,15079.216796875,9711.5869140625,4369.7421875,,,,,,,,,,81307.734375,20086.154296875,27387.66015625,18551.384765625,-5057.74609375,9985.2021484375,3732.78247070313,,,,,,,,,,,,,,,,,,29910.697265625,18740.0390625,25723.4296875,18672.642578125,19878.11328125,10162.3798828125,7229.330078125,,,,,25103.7119140625,,9936.30013020833,,4059.70324707031
36184.875,19583.029296875,24616.693359375,15560.982421875,15072.7216796875,9689.82421875,4359.15380859375,,,,,,,,,,81079.796875,19767.66015625,27291.552734375,18475.58203125,-5068.650390625,9967.3828125,3760.25268554688,,,,,,,,,,,,,,,,,,29864.029296875,18768.30859375,25639.22265625,18592.5,19852.583984375,10151.693359375,7207.6474609375,,,,,25050.7705078125,,9945.26627604167,,4047.62255859375
36151.328125,19572.22265625,24589.431640625,15543.4541015625,15018.7666015625,9692.3623046875,4370.84423828125,,,,,,,,,,81008.7265625,19700.6640625,27238.5390625,18449.90234375,-5062.95361328125,9974.03515625,3724.40087890625,,,,,,,,,,,,,,,,,,29776.005859375,18704.490234375,25590.73046875,18580.634765625,19806.265625,10169.4013671875,7216.0078125,,,,,25014.3974609375,,9910.72591145833,,4050.54223632813
36075.6796875,19551.162109375,24564.306640625,15534.998046875,15023.064453125,9665.3271484375,4367.353515625,,,,,,,,,,80836.15625,19670.44140625,27277.189453125,18450.1796875,-5064.5947265625,9946.5283203125,3733.73095703125,,,,,,,,,,,,,,,,,,29702.455078125,18692.87109375,25512.109375,18514.994140625,19748.673828125,10120.322265625,7204.66748046875,,,,,24941.7158203125,,9888.97233072917,,4025.34313964844
36054.80859375,19475.16015625,24499.9296875,15476.19921875,15020.236328125,9652.9541015625,4328.77490234375,,,,,,,,,,80772.5703125,20057.48046875,27212.88671875,18409.62109375,-5051.03271484375,9910.306640625,3721.91137695313,,,,,,,,,,,,,,,,,,29665.49609375,18584.6796875,25464.48828125,18495.818359375,19745.62109375,10103.65625,7201.17919921875,,,,,24892.345703125,,9868.1328125,,4049.29797363281
35986.1484375,19500.55859375,24441.0625,15440.892578125,14980.5,9656.759765625,4344.783203125,,,,,,,,,,80596.265625,20008.375,27166.359375,18358.546875,-5062.27685546875,9888.203125,3753.81274414062,,,,,,,,,,,,,,,,,,29610.646484375,18570.953125,25383.501953125,18426.560546875,19680.69921875,10059.435546875,7186.9189453125,,,,,24874.9111328125,,9881.21223958333,,4018.55981445313
35916.78125,19513.546875,24467.935546875,15467.7783203125,14950.65625,9660.154296875,4318.29443359375,,,,,,,,,,80382.546875,19649.994140625,27132.03515625,18340.998046875,-5077.4033203125,9897.0615234375,3718.8251953125,,,,,,,,,,,,,,,,,,29530.09375,18592.27734375,25343.62890625,18397.431640625,19658.8515625,10086.4208984375,7166.05712890625,,,,,24813.556640625,,9841.0107421875,,4027.35693359375
35848.66015625,19479.830078125,24404.5234375,15433.7138671875,14942.263671875,9616.57421875,4316.8369140625,,,,,,,,,,80142.984375,19682.68359375,27057.513671875,18318.8515625,-5056.642578125,9872.361328125,3737.876953125,,,,,,,,,,,,,,,,,,29469.9765625,18565.8046875,25281.88671875,18360.486328125,19582.8203125,10034.0966796875,7179.0224609375,,,,,24745.0380859375,,9828.68782552083,,4019.474609375
35786.578125,19442.11328125,24322.15625,15400.228515625,14944.0234375,9603.751953125,4311.55029296875,,,,,,,,,,80077.1484375,19965.98046875,27001.90234375,18252.17578125,-5054.39794921875,9853.4580078125,3727.39892578125,,,,,,,,,,,,,,,,,,29387.2109375,18449.8671875,25222.58984375,18305.732421875,19576.521484375,10028.853515625,7168.62841796875,,,,,24704.064453125,,9824.6025390625,,4030.14770507813
35745.5,19475.9453125,24299.3203125,15395.515625,14906.8515625,9626.958984375,4327.3232421875,,,,,,,,,,79924.171875,19693.1953125,27001.833984375,18239.490234375,-5049.9931640625,9840.72265625,3732.97216796875,,,,,,,,,,,,,,,,,,29330.75390625,18504.068359375,25167.919921875,18299.462890625,19515.21484375,10006.1259765625,7133.32763671875,,,,,24655.326171875,,9784.56868489583,,4016.57849121094
35683.50390625,19441.158203125,24281.14453125,15367.716796875,14886.580078125,9585.2431640625,4313.6279296875,,,,,,,,,,79726.03125,19849.173828125,26950.77734375,18194,-5054.07080078125,9785.736328125,3719.52905273438,,,,,,,,,,,,,,,,,,29268.841796875,18430.552734375,25108.80859375,18250.197265625,19470.6796875,9982.7265625,7141.1513671875,,,,,24572.0537109375,,9774.3740234375,,4017.81457519531
35631.73046875,19474.984375,24185.982421875,15289.0009765625,14857.46875,9563.03515625,4307.3662109375,,,,,,,,,,79639.53125,19615.68359375,26869.796875,18152.6171875,-5047.7919921875,9791.8408203125,3728.26293945312,,,,,,,,,,,,,,,,,,29181.634765625,18431.771484375,25029.5078125,18209.892578125,19430.984375,9968.24609375,7125.46875,,,,,24532.111328125,,9773.7158203125,,4013.40966796875
35566.26171875,19433.291015625,24153.412109375,15298.09375,14836.75390625,9568.6015625,4315.3818359375,,,,,,,,,,79487.7734375,19921.681640625,26852.85546875,18119.1328125,-5065.845703125,9788.5009765625,3711.4375,,,,,,,,,,,,,,,,,,29097.14453125,18336.248046875,24958.125,18156.2890625,19361.693359375,9964.044921875,7103.85888671875,,,,,24488.5517578125,,9757.0322265625,,4004.60144042969
35537.4765625,19443.234375,24123.234375,15246.78515625,14810.24609375,9559.591796875,4299.62158203125,,,,,,,,,,79406.8125,19582.859375,26801.23828125,18098.279296875,-5047.0263671875,9788.583984375,3709.58129882812,,,,,,,,,,,,,,,,,,29080.17578125,18385.111328125,24910.810546875,18121.666015625,19336.802734375,9922.9208984375,7105.64208984375,,,,,24454.94140625,,9734.00423177083,,3970.0849609375
35445.8515625,19394.748046875,24114.896484375,15239.47265625,14796.9267578125,9512.46875,4264.4091796875,,,,,,,,,,79132.59375,19893.99609375,26780.921875,18075.59765625,-5060.4716796875,9757.0732421875,3675.7607421875,,,,,,,,,,,,,,,,,,28997.615234375,18301.41015625,24853.869140625,18087.185546875,19280.30859375,9932.470703125,7125.900390625,,,,,24378.044921875,,9711.05403645833,,3982.62536621094
35367.59765625,19398.984375,24042.009765625,15191.33203125,14788.919921875,9512.431640625,4281.05322265625,,,,,,,,,,78949.2265625,19860.236328125,26700.103515625,18028.72265625,-5066.0771484375,9726.8701171875,3684.19750976562,,,,,,,,,,,,,,,,,,28937.22265625,18274.8125,24794.986328125,18066.494140625,19218.42578125,9893.8603515625,7096.41845703125,,,,,24321.626953125,,9701.53157552083,,3973.79040527344
35330.25,19371.46484375,23996.54296875,15142.7919921875,14759.478515625,9491.1416015625,4267.3427734375,,,,,,,,,,78813.96875,19846.642578125,26634.9140625,17945.15625,-5071.14990234375,9708.16796875,3680.23803710937,,,,,,,,,,,,,,,,,,28886.38671875,18244.2734375,24714.080078125,18004.310546875,19180.943359375,9905.28515625,7078.001953125,,,,,24277.5087890625,,9686.4404296875,,3966.78405761719
35261.91796875,19405.232421875,23959.666015625,15161.630859375,14727.4716796875,9514.1826171875,4270.84130859375,,,,,,,,,,78637,19554.330078125,26591.634765625,17917.876953125,-5067.162109375,9697.91015625,3662.72680664062,,,,,,,,,,,,,,,,,,28802.75390625,18290.310546875,24646.7109375,17962.15234375,19127.943359375,9847.228515625,7057.44873046875,,,,,24216.1474609375,,9671.06412760417,,3961.27709960937
35206.19140625,19368.9296875,23903.13671875,15103.69140625,14723.40625,9475.37890625,4272.5546875,,,,,,,,,,78509.7109375,19797.96484375,26546.244140625,17881.267578125,-5046.3212890625,9676.9716796875,3649.99951171875,,,,,,,,,,,,,,,,,,28734.306640625,18195.701171875,24595.3515625,17928.013671875,19075.01953125,9860.841796875,7063.478515625,,,,,24186.7509765625,,9649.49446614583,,3958.26513671875
35124.1796875,19357.259765625,23911.708984375,15090.611328125,14708.36328125,9466.7265625,4247.6826171875,,,,,,,,,,78372.9765625,19848.513671875,26536.708984375,17875.345703125,-5038.1201171875,9641.3330078125,3668.84765625,,,,,,,,,,,,,,,,,,28673.3046875,18157.318359375,24529.158203125,17896.3359375,19072.5625,9840.423828125,7008.39599609375,,,,,24124.2685546875,,9645.701171875,,3951.28442382812
35073.96875,19391.451171875,23827.80078125,15044.076171875,14678.521484375,9460.83984375,4244.60791015625,,,,,,,,,,78237.765625,19410.01171875,26446.814453125,17833.283203125,-5034.208984375,9644.7099609375,3657.9609375,,,,,,,,,,,,,,,,,,28642.689453125,18214.41796875,24461.79296875,17861.41796875,18981.55078125,9831.5537109375,7025.09814453125,,,,,24061.234375,,9623.76009114584,,3942.86328125
35040.02734375,19353.224609375,23778.529296875,15024.0927734375,14680.64453125,9439.6103515625,4237.21533203125,,,,,,,,,,78103.5078125,19772.7265625,26417.748046875,17827.9140625,-5030.14404296875,9618.8857421875,3648.51123046875,,,,,,,,,,,,,,,,,,28610.76953125,18131.234375,24420.736328125,17851.1875,18965.4140625,9812.7841796875,7025.03076171875,,,,,24042.83203125,,9608.71647135417,,3938.19885253906
35027.55859375,19337.466796875,23789.265625,15061.318359375,14638.673828125,9420.8359375,4223.55810546875,,,,,,,,,,78100.171875,19747.15234375,26403.580078125,17791.56640625,-5052.27880859375,9617.7294921875,3652.83959960938,,,,,,,,,,,,,,,,,,28503.69921875,18101.81640625,24343.939453125,17782.2734375,18927.228515625,9787.583984375,7018.62109375,,,,,23980.0751953125,,9600.013671875,,3938.97985839844
34916.59765625,19368.96484375,23702.2109375,14999.0107421875,14620.7626953125,9419.263671875,4226.30712890625,,,,,,,,,,77826.578125,19405.96875,26280.15625,17710.982421875,-5041.1162109375,9603.8701171875,3651.65258789062,,,,,,,,,,,,,,,,,,28444.001953125,18143.89453125,24296.3984375,17737.291015625,18900.4765625,9776.9072265625,7005.140625,,,,,23959.525390625,,9566.0146484375,,3929.51550292969
34877.37109375,19325.185546875,23732.794921875,14954.7412109375,14568.677734375,9396.482421875,4213.96826171875,,,,,,,,,,77708.6328125,19750.869140625,26303.548828125,17698.697265625,-5038.677734375,9556.6962890625,3645.06274414062,,,,,,,,,,,,,,,,,,28382.12890625,18073.732421875,24257.939453125,17717.2109375,18841.05859375,9744.865234375,6995.1435546875,,,,,23874.9599609375,,9562.16861979167,,3932.59777832031
34785.4296875,19282.97265625,23650.16015625,14943.6923828125,14552.70703125,9398.5458984375,4212.04736328125,,,,,,,,,,77496.9921875,19730.791015625,26223.94140625,17676.9765625,-5078.90185546875,9548.908203125,3653.14819335937,,,,,,,,,,,,,,,,,,28298.4765625,18030.287109375,24186.255859375,17677.181640625,18798.220703125,9739.0517578125,6982.50048828125,,,,,23810.765625,,9556.6748046875,,3906.74499511719
34758.02734375,19348.69921875,23569.140625,14895.466796875,14527.306640625,9388.6015625,4200.17822265625,,,,,,,,,,77477.765625,19347.09765625,26215.853515625,17645.294921875,-5043.77099609375,9550.693359375,3613.31176757812,,,,,,,,,,,,,,,,,,28236.216796875,18087.306640625,24099.759765625,17622.318359375,18746.62890625,9730.7294921875,6980.7587890625,,,,,23766.1474609375,,9538.05533854167,,3924.13122558594
34671.4453125,19305.42578125,23532.12109375,14882.484375,14513.1337890625,9374.482421875,4208.62060546875,,,,,,,,,,77307.484375,19678.646484375,26171.919921875,17585.541015625,-5062.50927734375,9538.03125,3639.64184570312,,,,,,,,,,,,,,,,,,28197.7890625,17985.828125,24052.390625,17583.2421875,18730.94921875,9701.65234375,6956.64990234375,,,,,23733.2939453125,,9538.404296875,,3898.02294921875
34630.734375,19301.263671875,23545.3046875,14895.21875,14500.623046875,9384.873046875,4191.58154296875,,,,,,,,,,77211.4453125,19609.673828125,26140.21484375,17576.65625,-5040.7275390625,9523.205078125,3604.46435546875,,,,,,,,,,,,,,,,,,28103.595703125,17983.275390625,24000.173828125,17562.642578125,18673.65625,9707.134765625,6950.2138671875,,,,,23657.5517578125,,9501.193359375,,3885.39367675781
34570.2265625,19277.34765625,23453.49609375,14817.9619140625,14491.88671875,9355.9697265625,4159.1416015625,,,,,,,,,,77086.90625,19646.328125,26068.4765625,17533.42578125,-5028.947265625,9484.2041015625,3611.64575195312,,,,,,,,,,,,,,,,,,28045.8984375,17950.404296875,23921.283203125,17510.24609375,18615.8984375,9663.40625,6909.91455078125,,,,,23607.4208984375,,9494.0966796875,,3870.12841796875
34517.47265625,19286.130859375,23385.1796875,14784.8779296875,14455.125,9336.1318359375,4156.33251953125,,,,,,,,,,76908.2734375,19297.25390625,25996.0390625,17525.529296875,-5053.8017578125,9485.73046875,3583.92431640625,,,,,,,,,,,,,,,,,,27997.931640625,18021.634765625,23861.607421875,17462.9453125,18602.076171875,9660.427734375,6915.64697265625,,,,,23563.2900390625,,9486.06901041667,,3864.3349609375
34444,19289.66796875,23385.06640625,14750.634765625,14439.9365234375,9335.763671875,4152.47802734375,,,,,,,,,,76746.3203125,19222.0078125,25913.97265625,17447.005859375,-5038.2080078125,9486.4443359375,3576.19189453125,,,,,,,,,,,,,,,,,,27920.92578125,17968.71875,23829.662109375,17429.841796875,18533.60546875,9635.9990234375,6921.71484375,,,,,23537.76171875,,9463.37760416667,,3856.75463867187
34417.484375,19268.638671875,23365.5859375,14781.671875,14403.341796875,9309.5283203125,4133.71240234375,,,,,,,,,,76847.4765625,19320.55859375,25932.0546875,17440.13671875,-5064.380859375,9449.169921875,3579.796875,,,,,,,,,,,,,,,,,,27874.412109375,17932.806640625,23741.513671875,17414.21875,18503.85546875,9631.4345703125,6906.52294921875,,,,,23475.9638671875,,9451.1064453125,,3843.94555664062
34408.97265625,19282.369140625,23292.048828125,14742.7509765625,14394.65625,9290.794921875,4131.6640625,,,,,,,,,,76776.703125,19332.30859375,25888.943359375,17401.876953125,-5051.2353515625,9450.025390625,3556.22705078125,,,,,,,,,,,,,,,,,,27830.68359375,17915.35546875,23709.9375,17364.439453125,18471.515625,9612.4990234375,6894.3681640625,,,,,23431.158203125,,9431.1044921875,,3850.96215820312
34325.5703125,19253.37109375,23268.734375,14737.62890625,14373.86328125,9284.36328125,4126.66455078125,,,,,,,,,,76478.046875,19604.072265625,25826.255859375,17368.23046875,-5048.84033203125,9419.39453125,3575.259765625,,,,,,,,,,,,,,,,,,27759.0703125,17844.845703125,23659.87890625,17350.19140625,18409.34765625,9589.5556640625,6896.22216796875,,,,,23393.23046875,,9425.87109375,,3855.15026855469
34267,19219.73828125,23233.275390625,14677.337890625,14343.107421875,9291.9150390625,4134.88427734375,,,,,,,,,,76505.703125,19571.63671875,25810.712890625,17360.42578125,-5038.35546875,9397.6787109375,3575.41625976563,,,,,,,,,,,,,,,,,,27700.46484375,17840.87109375,23593.58203125,17280.759765625,18372.86328125,9588.01953125,6868.90087890625,,,,,23359.490234375,,9414.79654947917,,3846.98474121094
34196.24609375,19230.095703125,23232.84765625,14726.03125,14342.2626953125,9273.3798828125,4118.62548828125,,,,,,,,,,76271.125,19547.56640625,25774.365234375,17350.21875,-5048.27197265625,9392.048828125,3575.34399414062,,,,,,,,,,,,,,,,,,27649.30859375,17826.490234375,23553.185546875,17261.916015625,18333.435546875,9578.9609375,6876.306640625,,,,,23271.8974609375,,9391.31477864583,,3829.10998535156
34166.62890625,19245.916015625,23144.921875,14676.8369140625,14291.5546875,9253.697265625,4117.57177734375,,,,,,,,,,76130.1953125,19588.236328125,25686.734375,17301.802734375,-5052.06982421875,9351.5439453125,3540.64819335938,,,,,,,,,,,,,,,,,,27609.859375,17794.546875,23486.1328125,17228.740234375,18304.927734375,9568.703125,6881.2919921875,,,,,23235.3720703125,,9379.32877604167,,3839.61096191406
34108.6953125,19246.30859375,23087.2890625,14642.1298828125,14286.583984375,9245.83984375,4115.37255859375,,,,,,,,,,76048.71875,19621.458984375,25668.341796875,17284.462890625,-5073.54296875,9344.638671875,3563.84936523437,,,,,,,,,,,,,,,,,,27534.52734375,17753.607421875,23398.873046875,17177.2421875,18270.1640625,9547.5078125,6845.94921875,,,,,23221.7626953125,,9347.71126302083,,3811.79724121094
34044.5390625,19237.05078125,23137.6171875,14647.625,14293.7744140625,9225.052734375,4094.6318359375,,,,,,,,,,75922.4765625,19522.263671875,25636.56640625,17279.166015625,-5044.236328125,9293.1416015625,3528.96264648437,,,,,,,,,,,,,,,,,,27459.6875,17776.41015625,23383.455078125,17176.865234375,18235.763671875,9524.939453125,6857.42919921875,,,,,23165.845703125,,9362.02213541667,,3829.75183105469
33995.421875,19267.6953125,23076.650390625,14610.7080078125,14263.015625,9228.642578125,4104.7568359375,,,,,,,,,,75666.6875,19219.0078125,25604.708984375,17236.69921875,-5021.00634765625,9336.541015625,3554.74682617187,,,,,,,,,,,,,,,,,,27416.412109375,17801.404296875,23305.908203125,17125.53125,18191.7109375,9520.8828125,6847.38671875,,,,,23116.287109375,,9349.45052083334,,3812.05261230469
33954.6640625,19216.455078125,23006.82421875,14576.93359375,14251.85546875,9224.2861328125,4094.09375,,,,,,,,,,75593.984375,19612.705078125,25570.84375,17182.640625,-5037.91015625,9321.09765625,3530.01147460937,,,,,,,,,,,,,,,,,,27379.04296875,17698.91015625,23255.041015625,17099.166015625,18152.255859375,9502.9677734375,6831.9853515625,,,,,23089.068359375,,9318.28190104167,,3817.89489746094
33914.3125,19247.728515625,23021.55859375,14567.30859375,14240.0126953125,9196.76171875,4073.01806640625,,,,,,,,,,75616.8828125,19507.720703125,25521.66796875,17138.150390625,-5041.3798828125,9268.6484375,3562.77172851562,,,,,,,,,,,,,,,,,,27320.73828125,17701.0546875,23225.75,17065.6953125,18101.962890625,9489.435546875,6836.1640625,,,,,23021.728515625,,9321.03450520834,,3817.603515625
33855.203125,19237.314453125,22925.173828125,14550.3837890625,14208.3564453125,9185.7255859375,4090.841796875,,,,,,,,,,75516.9375,19577.998046875,25481.96875,17146.650390625,-5042.71240234375,9297.1328125,3544.365234375,,,,,,,,,,,,,,,,,,27276.8046875,17691.60546875,23156.578125,17037.23046875,18103.3125,9480.2451171875,6833.3125,,,,,22966.3916015625,,9311.5205078125,,3806.8720703125
33788.8671875,19231.37890625,22875.693359375,14547.892578125,14206.1259765625,9182.7392578125,4061.0732421875,,,,,,,,,,75299.8515625,19200.802734375,25437.048828125,17117.904296875,-5032.171875,9261.572265625,3552.6708984375,,,,,,,,,,,,,,,,,,27210.8359375,17726.41015625,23118.283203125,17021.001953125,18047.6875,9490.25,6828.63427734375,,,,,22936.5556640625,,9295.9775390625,,3795.1376953125
33702.87890625,19228.388671875,22871.787109375,14513.7099609375,14214.658203125,9154.6240234375,4062.23999023438,,,,,,,,,,75145.546875,19512.369140625,25364.1796875,17063.3125,-5028.841796875,9263.3310546875,3528.03540039063,,,,,,,,,,,,,,,,,,27184.728515625,17652.0078125,23057.08984375,16962.009765625,18045.400390625,9469.9775390625,6811.49560546875,,,,,22882.970703125,,9283.712890625,,3785.16772460938
33715.00390625,19224.4765625,22829.359375,14467.3505859375,14175.41015625,9159.9501953125,4052.08154296875,,,,,,,,,,75221.0078125,19510.5390625,25394.103515625,17017.283203125,-5043.6279296875,9257.359375,3518.25390625,,,,,,,,,,,,,,,,,,27106.51171875,17622.83203125,23001.32421875,16934.162109375,17961.80859375,9433.8291015625,6811.994140625,,,,,22848.0947265625,,9275.45963541667,,3777.15661621094
33706.5546875,19246.125,22796.17578125,14440.822265625,14131.8193359375,9175.24609375,4041.47485351563,,,,,,,,,,75147.84375,19121.525390625,25291.3828125,16992.9375,-5051.40234375,9226.96875,3512.83837890625,,,,,,,,,,,,,,,,,,27037.96875,17690.23828125,22936.58203125,16914.05859375,17947.283203125,9424.1640625,6779.46142578125,,,,,22819.056640625,,9260.62858072917,,3763.27319335937
33625.3203125,19231.154296875,22764.423828125,14445.8818359375,14115.4931640625,9125.7353515625,4022.43212890625,,,,,,,,,,75009.7265625,19149.13671875,25262.84375,16968.845703125,-5046.048828125,9215.896484375,3504.1142578125,,,,,,,,,,,,,,,,,,26986.296875,17706.283203125,22900.013671875,16899.826171875,17898.18359375,9440.25390625,6776.2109375,,,,,22761.3955078125,,9248.08658854167,,3773.69030761719
33566.08984375,19257.341796875,22724.353515625,14465.966796875,14114.7431640625,9129.783203125,4028.99169921875,,,,,,,,,,74846.6875,19490.466796875,25288.357421875,16974.654296875,-5060.599609375,9212.15234375,3518.38891601562,,,,,,,,,,,,,,,,,,26944.884765625,17613.478515625,22873.689453125,16826.1796875,17898,9402.32421875,6773.95751953125,,,,,22718.802734375,,9256.37369791667,,3745.66955566406
33524.59375,19250.052734375,22670.310546875,14445.0654296875,14093.2060546875,9142.919921875,4001.48364257813,,,,,,,,,,74752.03125,19207.5625,25183.646484375,16933.7421875,-5058.78466796875,9213.1298828125,3489.85546875,,,,,,,,,,,,,,,,,,26896.189453125,17642.2578125,22798.4375,16804.73046875,17848.744140625,9413.0712890625,6769.0859375,,,,,22676.1025390625,,9213.92578125,,3746.87939453125
33477.9453125,19207.349609375,22652.947265625,14365.6728515625,14080.646484375,9091.134765625,3999.88208007812,,,,,,,,,,74745.8984375,19449.458984375,25183.37109375,16899.154296875,-5051.3466796875,9163.65625,3493.87670898437,,,,,,,,,,,,,,,,,,26847.4296875,17573.451171875,22767.294921875,16777.94140625,17792.142578125,9386.986328125,6775.97119140625,,,,,22631.1162109375,,9219.0859375,,3747.26782226562
33436.796875,19201.4921875,22604.40625,14359.208984375,14060.30078125,9118.1943359375,4000.724609375,,,,,,,,,,74673.1015625,19472.13671875,25166.9921875,16897.68359375,-5046.974609375,9154.005859375,3493.81103515625,,,,,,,,,,,,,,,,,,26793.3671875,17561.2265625,22699.2578125,16771.955078125,17783.23828125,9385.0576171875,6761.35791015625,,,,,22605.912109375,,9200.8935546875,,3737.18139648438
33423.390625,19244.5390625,22606,14341.861328125,14060.0390625,9108.548828125,3993.70458984375,,,,,,,,,,74564.21875,19231.4375,25099.640625,16883.880859375,-5034.78515625,9134.783203125,3480.658203125,,,,,,,,,,,,,,,,,,26764.783203125,17600.08984375,22657.826171875,16736.95703125,17748.05078125,9359.3486328125,6741.09765625,,,,,22567.21875,,9203.40397135417,,3755.84265136719
33331.24609375,19244.099609375,22554.62890625,14344.6513671875,14026.55078125,9098.1328125,4014.54321289063,,,,,,,,,,74353.703125,19134.33984375,25068.7734375,16843.71484375,-5064.0146484375,9145.3828125,3497.14208984375,,,,,,,,,,,,,,,,,,26714.05078125,17601.107421875,22605.82421875,16707.47265625,17709.2734375,9366.6962890625,6722.88427734375,,,,,22543.939453125,,9187.56119791667,,3736.73449707031
33303.09375,19198.294921875,22543.9921875,14315.49609375,14014.669921875,9082.873046875,3991.57641601562,,,,,,,,,,74255.4921875,19471.466796875,25011.146484375,16844.75,-5073.26220703125,9121.517578125,3481.892578125,,,,,,,,,,,,,,,,,,26680.494140625,17462.86328125,22579.80859375,16669.6328125,17675.65234375,9358.29296875,6724.28564453125,,,,,22496.0205078125,,9173.390625,,3721.98071289062
33244.88671875,19208.79296875,22506.9296875,14298.046875,14007.037109375,9083.2255859375,3969.59326171875,,,,,,,,,,74177.421875,19454.12109375,25001.13671875,16768.830078125,-5038.16796875,9104.671875,3474.3681640625,,,,,,,,,,,,,,,,,,26595.15234375,17475.5,22543.88671875,16640.66015625,17636.955078125,9332.2744140625,6742.99169921875,,,,,22465.546875,,9169.275390625,,3700.02697753906
33206.9609375,19208.123046875,22467.90234375,14278.80859375,13977.42578125,9071.515625,3952.02978515625,,,,,,,,,,74125.6640625,19420.294921875,24945.515625,16763.427734375,-5025.498046875,9104.4375,3448.02416992187,,,,,,,,,,,,,,,,,,26569.56640625,17464.4375,22485.111328125,16617.763671875,17599.9765625,9331.873046875,6726.611328125,,,,,22431.353515625,,9168.04329427083,,3722.19653320312
