,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
85,27443.1171875,21071.373046875,21457.669921875,15310.1025390625,8084.3505859375,,-4888.2265625,43634.640625,31242.03515625,23390.28515625,21269.611328125,16168.4873046875,5100.7783203125,,,,,,,,,,,12637.048828125,,,,,,,8969.16015625,,,10157.0654296875,,,,,,8554.2021484375,,,,,,,7937.3994140625
86,27351.49609375,21071.94921875,21420.857421875,15280.328125,8100.2998046875,,-4912.52880859375,43519.19921875,30656.591796875,23303.041015625,21273.796875,16141.0859375,5105.30908203125,,,,,,,,,,,12676.63671875,,,,,,,8977.109375,,,10220.912109375,,,,,,8559.1376953125,,,,,,,7958.134765625
87,27301.9375,21015.04296875,21415.390625,15239.365234375,8110.931640625,,-4885.1806640625,43425.9375,31010.421875,23202.439453125,21222.349609375,16151.1591796875,5160.09912109375,,,,,,,,,,,12706.1396484375,,,,,,,9022.8876953125,,,10221.4423828125,,,,,,8596.6875,,,,,,,8026.9833984375
88,27215.228515625,20963.095703125,21387.68359375,15232.7587890625,8145.6171875,,-4919.078125,43324.59375,30858.28515625,23065.16796875,21186.7109375,16137.978515625,5126.3330078125,,,,,,,,,,,12692.0576171875,,,,,,,9085.8076171875,,,10254.73828125,,,,,,8615.876953125,,,,,,,8008.56689453125
89,27149.3671875,20944.2890625,21367.73046875,15202.8447265625,8156.330078125,,-4890.52001953125,43232.65625,30895.5,22983.75,21182.525390625,16115.9677734375,5138.02490234375,,,,,,,,,,,12748.44921875,,,,,,,9058.5,,,10282.15234375,,,,,,8645.345703125,,,,,,,8062.82470703125
90,27091.09375,20915.265625,21371.966796875,15213.041015625,8142.267578125,,-4897.4521484375,43058.5703125,30748.37109375,22857.1640625,21101.919921875,16094.8203125,5147.6728515625,,,,,,,,,,,12804.7646484375,,,,,,,9062.4990234375,,,10305.3515625,,,,,,8682.787109375,,,,,,,8076.5244140625
91,27012.810546875,20892.130859375,21346.150390625,15154.13671875,8139.36328125,,-4891.232421875,43018.7109375,30669.703125,22783.296875,21079.486328125,16097.625,5183.30029296875,,,,,,,,,,,12826.7177734375,,,,,,,9146.31640625,,,10329.5810546875,,,,,,8710.67578125,,,,,,,8109.49462890625
92,26955.015625,20848.5078125,21386.357421875,15158.806640625,8161.1025390625,,-4891.68408203125,42886.4765625,30568.59765625,22627.830078125,20995.015625,16092.072265625,5183.59423828125,,,,,,,,,,,12868.853515625,,,,,,,9103.560546875,,,10364.298828125,,,,,,8721.390625,,,,,,,8127.0302734375
93,26879.64453125,20835.47265625,21368.001953125,15177.654296875,8185.0029296875,,-4878.92236328125,42692.61328125,30622.392578125,22570.53125,21008.369140625,16101.466796875,5203.388671875,,,,,,,,,,,12889.7587890625,,,,,,,9147.4697265625,,,10376.7724609375,,,,,,8735.107421875,,,,,,,8157.47607421875
94,26831.74609375,20794.119140625,21367.4453125,15151.2353515625,8181.50537109375,,-4891.92626953125,42680.6796875,30326.310546875,22419.623046875,20917.47265625,16083.8203125,5227.21826171875,,,,,,,,,,,12906.3017578125,,,,,,,9171.2041015625,,,10389.83203125,,,,,,8767.8173828125,,,,,,,8165.94580078125
95,26764.78515625,20814.654296875,21401.177734375,15097.58203125,8177.45947265625,,-4879.0966796875,42539.5,30325.8203125,22310.02734375,20859.10546875,16041.1064453125,5232.357421875,,,,,,,,,,,12975.564453125,,,,,,,9193.265625,,,10499.5771484375,,,,,,8780.9306640625,,,,,,,8222.8251953125
96,26652.396484375,20732.0078125,21358.0390625,15082.3154296875,8209.0732421875,,-4870.9248046875,42414.54296875,30297.427734375,22272.65625,20890.142578125,16045.4248046875,5248.58203125,,,,,,,,,,,12998.5078125,,,,,,,9221.486328125,,,10421.11328125,,,,,,8809.1875,,,,,,,8225.3740234375
97,26602.078125,20708.22265625,21344.05078125,15061.6171875,8188.86376953125,,-4871.52734375,42329.3984375,30191.259765625,22221.712890625,20825.12109375,16078.923828125,5267.38916015625,,,,,,,,,,,13016.390625,,,,,,,9238.1591796875,,,10476.318359375,,,,,,8828.2080078125,,,,,,,8241.005859375
98,26540.759765625,20734.3828125,21344.970703125,15073.5615234375,8223.4951171875,,-4869.55419921875,42250.61328125,30002.21875,22122.5703125,20811.55859375,16063.6005859375,5255.64794921875,,,,,,,,,,,13046.041015625,,,,,,,9333.37109375,,,10525.849609375,,,,,,8854.80859375,,,,,,,8312.927734375
99,26476.3203125,20672.185546875,21367.89453125,15061.6279296875,8236.064453125,,-4855.2275390625,42145.10546875,29953.06640625,22019.7265625,20775.87109375,16045.005859375,5278.2734375,,,,,,,,,,,13074.943359375,,,,,,,9346.7353515625,,,10532.9892578125,,,,,,8885.103515625,,,,,,,8317.0107421875
100,26412.958984375,20634.890625,21363.9453125,15058.380859375,8224.1884765625,,-4845.19140625,41997.4765625,29928.8671875,21959.248046875,20759.099609375,16044.26953125,5302.5546875,,,,,,,,,,,13124.6328125,,,,,,,9340.2890625,,,10557.1904296875,,,,,,8893.0400390625,,,,,,,8339.607421875
101,26366.666015625,20581.748046875,21346.947265625,15030.21484375,8252.9912109375,,-4842.8935546875,41918.3515625,29842.388671875,21921.55078125,20751.6171875,16042.6591796875,5296.72998046875,,,,,,,,,,,13174.2900390625,,,,,,,9360.3583984375,,,10574.248046875,,,,,,8934.8662109375,,,,,,,8365.2861328125
102,26312.615234375,20560.810546875,21379.43359375,15040.46484375,8256.7216796875,,-4835.63818359375,41827.4921875,29789.673828125,21810.1171875,20665.6953125,16059.580078125,5312.4365234375,,,,,,,,,,,13178.8974609375,,,,,,,9349.923828125,,,10595.580078125,,,,,,8959.42578125,,,,,,,8390.6669921875
103,26243.12890625,20568.208984375,21391.93359375,15002.775390625,8256.314453125,,-4840.30908203125,41760.625,29663.287109375,21829.087890625,20654.05859375,16069.861328125,5336.0927734375,,,,,,,,,,,13226.31640625,,,,,,,9414.52734375,,,10633.052734375,,,,,,8990.7294921875,,,,,,,8419.7177734375
104,26208.6484375,20534.7890625,21375.681640625,14995.7919921875,8268.4423828125,,-4846.73193359375,41619.59765625,29607.59765625,21745.216796875,20675.798828125,16046.7548828125,5350.94970703125,,,,,,,,,,,13286.2041015625,,,,,,,9450.1728515625,,,10659.888671875,,,,,,9011.7666015625,,,,,,,8465.3642578125
105,26130.076171875,20514.1015625,21358.828125,14963.9912109375,8264.412109375,,-4844.751953125,41491.1875,29633.7265625,21764.041015625,20616.251953125,16048.623046875,5366.5732421875,,,,,,,,,,,13290.34375,,,,,,,9476.3642578125,,,10688.05078125,,,,,,9041.615234375,,,,,,,8478.6416015625
106,26050.55078125,20486.083984375,21346.2109375,14960.3212890625,8266.501953125,,-4824.18310546875,41522.36328125,29617.390625,21682.751953125,20577.8515625,16045.3115234375,5360.33154296875,,,,,,,,,,,13318.9091796875,,,,,,,9488.015625,,,10697.4755859375,,,,,,9019.2548828125,,,,,,,8518.0703125
107,26032.4375,20456.62890625,21325.21875,14937.5634765625,8273.6162109375,,-4827.869140625,41387.26171875,29453.453125,21722.43359375,20586.5234375,16040.4892578125,5369.3505859375,,,,,,,,,,,13350.943359375,,,,,,,9499.6171875,,,10725.236328125,,,,,,9079.466796875,,,,,,,8530.3525390625
108,26003.6953125,20405.130859375,21359.939453125,14971.3828125,8271.1572265625,,-4820.2607421875,41338.7734375,29364.54296875,21660.396484375,20598.814453125,16074.76171875,5387.35009765625,,,,,,,,,,,13375.8603515625,,,,,,,9531.5107421875,,,10730.513671875,,,,,,9090.5830078125,,,,,,,8582.8125
109,25957.39453125,20411.923828125,21433.87890625,14942.0283203125,8293.099609375,,-4814.609375,41274.07421875,29293.12109375,21614.544921875,20444.7109375,16068.7578125,5431.251953125,,,,,,,,,,,13426.9130859375,,,,,,,9543.9013671875,,,10801.6826171875,,,,,,9141.3447265625,,,,,,,8588.4140625
110,25905.69140625,20361.974609375,21351.2578125,14912.4921875,8271.5380859375,,-4828.21630859375,41100.109375,29300.83984375,21677.078125,20517.921875,16051.03515625,5417.54345703125,,,,,,,,,,,13474.083984375,,,,,,,9585.3447265625,,,10768.4443359375,,,,,,9158.19921875,,,,,,,8618.13671875
111,25851.765625,20378.162109375,21413.359375,14901.841796875,8284.2724609375,,-4833.515625,41085.6640625,29135.634765625,21640.361328125,20458.32421875,16078.224609375,5419.2646484375,,,,,,,,,,,13503.498046875,,,,,,,9577.4052734375,,,10821.2216796875,,,,,,9177.4296875,,,,,,,8605.220703125
112,25791.69140625,20326.587890625,21386.39453125,14898.2587890625,8299.513671875,,-4811.22509765625,41023.15625,29189.896484375,21606.5,20475.7265625,16085.5107421875,5459.6923828125,,,,,,,,,,,13509.10546875,,,,,,,9617.2109375,,,10861.0703125,,,,,,9194.03125,,,,,,,8645.4423828125
113,25782.470703125,20341.93359375,21433.583984375,14876.83984375,8287.8447265625,,-4820.04052734375,40950.92578125,29069.2265625,21637.056640625,20402.626953125,16097.939453125,5465.419921875,,,,,,,,,,,13554.30078125,,,,,,,9625.736328125,,,10863.681640625,,,,,,9210.7255859375,,,,,,,8663.1025390625
114,25733.07421875,20322.890625,21434.205078125,14866.2734375,8302.0341796875,,-4796.92236328125,40920.79296875,29074.634765625,21631.017578125,20427.54296875,16101.015625,5488.65087890625,,,,,,,,,,,13567.494140625,,,,,,,9637.052734375,,,10893.537109375,,,,,,9218.6064453125,,,,,,,8667.0791015625
115,25712.10546875,20283.78515625,21504.87890625,14848.2275390625,8298.759765625,,-4788.080078125,40823.34375,28969.58984375,21586.857421875,20308.765625,16109.498046875,5506.716796875,,,,,,,,,,,13601.376953125,,,,,,,9627.638671875,,,10921.658203125,,,,,,9264.349609375,,,,,,,8723.8349609375
116,25669.16015625,20243.203125,21482.45703125,14853.1513671875,8308.1748046875,,-4812.45068359375,40764.203125,28975.57421875,21592.662109375,20291.083984375,16100.3857421875,5508.7958984375,,,,,,,,,,,13640.830078125,,,,,,,9750.30859375,,,10945.4296875,,,,,,9274.2900390625,,,,,,,8746.8896484375
117,25620.142578125,20227.64453125,21499.2421875,14839.271484375,8300.72265625,,-4792.94775390625,40743.6484375,28921.060546875,21570.7890625,20252.23828125,16123.056640625,5537.8525390625,,,,,,,,,,,13657.0947265625,,,,,,,9765.609375,,,10971.0087890625,,,,,,9323.220703125,,,,,,,8790.26171875
118,25560.55078125,20183.720703125,21495.943359375,14819.296875,8316.607421875,,-4793.7802734375,40655.3125,28956.7734375,21560.2890625,20285.513671875,16101.74609375,5543.2431640625,,,,,,,,,,,13698.19140625,,,,,,,9722.7568359375,,,10986.193359375,,,,,,9300.4677734375,,,,,,,8767.125
119,25525.306640625,20201.716796875,21527.90234375,14826.0830078125,8312.8701171875,,-4770.37744140625,40588.5390625,29001.544921875,21566.20703125,20233.837890625,16105.13671875,5535.544921875,,,,,,,,,,,13756.185546875,,,,,,,9739.83203125,,,11011.0302734375,,,,,,9349.6259765625,,,,,,,8791.20703125
120,25492.04296875,20180.546875,21529.822265625,14805.8427734375,8331.8603515625,,-4784.7119140625,40504.0625,28915.904296875,21530.42578125,20209.833984375,16113.9365234375,5540.580078125,,,,,,,,,,,13762.81640625,,,,,,,9786.8037109375,,,11044.603515625,,,,,,9373.3310546875,,,,,,,8824.7861328125
121,25405.958984375,20127.68359375,21536.26953125,14783.73046875,8332.279296875,,-4757.13818359375,40517.4453125,28596.083984375,21504.291015625,20242.94140625,16101.76171875,5548.3447265625,,,,,,,,,,,13823.6455078125,,,,,,,9788.5556640625,,,11079.0966796875,,,,,,9395.1171875,,,,,,,8865.08203125
122,25384.234375,20121.5390625,21557.54296875,14787.265625,8351.43359375,,-4776.4619140625,40450.2578125,28935.640625,21521.20703125,20186.67578125,16105.2880859375,5557.70458984375,,,,,,,,,,,13833.7578125,,,,,,,9782.7353515625,,,11071.765625,,,,,,9431.6435546875,,,,,,,8867.9443359375
123,25342.658203125,20095.041015625,21578.3671875,14805.3828125,8341.8056640625,,-4750.3798828125,40479.46875,28893.09765625,21516.79296875,20111.615234375,16139.029296875,5587.9150390625,,,,,,,,,,,13857.9189453125,,,,,,,9825.033203125,,,11117.1103515625,,,,,,9422.6220703125,,,,,,,8918.103515625
124,25314.16796875,20091.998046875,21544.166015625,14754.3623046875,8359.0595703125,,-4770.697265625,40453.17578125,28965.38671875,21535.546875,20199.0703125,16125.328125,5573.607421875,,,,,,,,,,,13863.83203125,,,,,,,9856.27734375,,,11139.626953125,,,,,,9466.34375,,,,,,,8934.9033203125
125,25298.9296875,20052.61328125,21570.7578125,14767.6181640625,8344.1376953125,,-4767.5859375,40346.70703125,28928.396484375,21507.9921875,20116.73828125,16169.296875,5610.779296875,,,,,,,,,,,13906.3984375,,,,,,,9928.771484375,,,11158.3818359375,,,,,,9467.376953125,,,,,,,8965.80859375
126,25244.96484375,20039.29296875,21524.0234375,14716.6904296875,8346.125,,-4770.55224609375,40347.44140625,28967.888671875,21531.89453125,20185.16015625,16126.6650390625,5597.51171875,,,,,,,,,,,13911.64453125,,,,,,,9850.8515625,,,11137.5458984375,,,,,,9484.5703125,,,,,,,8948.0986328125
127,25224.638671875,20020.384765625,21582.06640625,14732.1923828125,8367.7978515625,,-4755.53173828125,40283.59765625,28962.0078125,21469.041015625,20106.888671875,16148.525390625,5624.94775390625,,,,,,,,,,,13983.419921875,,,,,,,9887.2119140625,,,11212.4462890625,,,,,,9531.2080078125,,,,,,,8978.4794921875
128,25209.306640625,20005.55078125,21600.341796875,14755.3017578125,8360.306640625,,-4740.595703125,40252.9921875,28981.365234375,21493.798828125,20090.427734375,16156.18359375,5627.83740234375,,,,,,,,,,,14001.2490234375,,,,,,,9938.623046875,,,11199.3076171875,,,,,,9536.1494140625,,,,,,,8998.9375
129,25144.494140625,19975.0859375,21556.8515625,14744.560546875,8365.2333984375,,-4741.115234375,40183.6328125,29057.759765625,21511.130859375,20102.185546875,16202.34375,5634.58935546875,,,,,,,,,,,14045.982421875,,,,,,,9974.4013671875,,,11207.9482421875,,,,,,9560.662109375,,,,,,,9043.927734375
130,25084.916015625,19962.513671875,21600.75390625,14705.212890625,8353.80078125,,-4740.82763671875,40102.46875,29042.1875,21493.8046875,20019.658203125,16179.6513671875,5640.3017578125,,,,,,,,,,,14085.6376953125,,,,,,,9996.9658203125,,,11251.1220703125,,,,,,9576.46875,,,,,,,9048.2216796875
131,25056.296875,19939.453125,21617.638671875,14726.5263671875,8396.8515625,,-4739.9296875,40177.484375,29078.34375,21526.08203125,20001.6171875,16220.849609375,5646.66455078125,,,,,,,,,,,14098.572265625,,,,,,,9997.04296875,,,11268.4638671875,,,,,,9611.986328125,,,,,,,9085.65234375
132,25004.18359375,19910.994140625,21600.09765625,14697.8193359375,8391.0595703125,,-4741.7548828125,40069.73046875,28649.21484375,21496.658203125,20029.42578125,16203.9091796875,5670.57177734375,,,,,,,,,,,14076.5185546875,,,,,,,10026.486328125,,,11312.6728515625,,,,,,9602.2890625,,,,,,,9115.1611328125
133,24995.16015625,19902.8203125,21617.96875,14692.70703125,8401.15625,,-4760.92724609375,40064.015625,28719.35546875,21481.314453125,20001.70703125,16215.0048828125,5665.396484375,,,,,,,,,,,14157.896484375,,,,,,,10062.2548828125,,,11335.84375,,,,,,9662.3466796875,,,,,,,9121.29296875
134,24941.38671875,19883.564453125,21641.064453125,14666.275390625,8399.4580078125,,-4732.23291015625,39994.34765625,29220.693359375,21537.357421875,19989.015625,16203.25,5671.078125,,,,,,,,,,,14186.6279296875,,,,,,,10076.1279296875,,,11335.638671875,,,,,,9668.5517578125,,,,,,,9160.1884765625
135,24920.138671875,19856.53515625,21632.22265625,14839.3974609375,8417.326171875,,-4731.5595703125,39947.6640625,29169.15625,21515.158203125,19948.681640625,16227.546875,5666.98583984375,,,,,,,,,,,14216.251953125,,,,,,,10121.8544921875,,,11335.1533203125,,,,,,9692.2265625,,,,,,,9184.853515625
136,24862.1484375,19854.333984375,21657.525390625,14850.564453125,8404.2421875,,-4720.546875,39984.84375,29217.001953125,21535.693359375,19926.0546875,16225.603515625,5678.521484375,,,,,,,,,,,14240.0048828125,,,,,,,10124.3017578125,,,11369.30078125,,,,,,9712.017578125,,,,,,,9208.8291015625
137,24815.333984375,19814.52734375,21654.6953125,14857.3017578125,8408.27734375,,-4719.11328125,39971.01953125,29214.318359375,21511.775390625,19922.65234375,16222.0009765625,5692.5947265625,,,,,,,,,,,14237.83984375,,,,,,,10145.0869140625,,,11379.7919921875,,,,,,9709.4638671875,,,,,,,9211.701171875
138,24860.91015625,19806.236328125,21633.75,14876.798828125,8405.5517578125,,-4703.54248046875,39947.37890625,29313.919921875,21569.11328125,19987.470703125,16273.095703125,5741.37646484375,,,,,,,,,,,14287.8154296875,,,,,,,10180.1318359375,,,11407.16796875,,,,,,9757.6259765625,,,,,,,9260.0625
139,24801.9765625,19788.466796875,21644.046875,14849.63671875,8412.2109375,,-4721.955078125,39922.328125,29413.935546875,21564.0078125,19940.650390625,16279.6572265625,5699.71630859375,,,,,,,,,,,14333.2978515625,,,,,,,10211.42578125,,,11413.2333984375,,,,,,9765.384765625,,,,,,,9262.3623046875
140,24776.8984375,19750.515625,21653.369140625,14861.1845703125,8415.4072265625,,-4723.5625,39971.16796875,29392.87109375,21537.814453125,19987.38671875,16286.376953125,5710.0703125,,,,,,,,,,,14322.046875,,,,,,,10201.5693359375,,,11442.1455078125,,,,,,9802.671875,,,,,,,9299.2880859375
141,24712.283203125,19736.875,21689.21484375,14829.998046875,8423.70703125,,-4708.908203125,39918.27734375,29289.1171875,21523.494140625,19890.939453125,16262.5185546875,5745.3818359375,,,,,,,,,,,14383.3232421875,,,,,,,10239.8740234375,,,11483.1044921875,,,,,,9810.2412109375,,,,,,,9303.4541015625
142,24648.458984375,19709.984375,21672.4453125,14854.5341796875,8443.4326171875,,-4710.2451171875,39910.45703125,29323.841796875,21538.8515625,19906.5234375,16287.5625,5718.5634765625,,,,,,,,,,,14378.939453125,,,,,,,10277.021484375,,,11505.8994140625,,,,,,9809.5634765625,,,,,,,9329.662109375
143,24659.86328125,19707.6328125,21701.80859375,14828.515625,8430.1640625,,-4694.67822265625,39810.07421875,29440.279296875,21532.693359375,19898.95703125,16256.3203125,5753.9130859375,,,,,,,,,,,14456.1640625,,,,,,,10287.6806640625,,,11493.810546875,,,,,,9849.234375,,,,,,,9347.775390625
144,24619.443359375,19684.453125,21711.51171875,14822.4296875,8437.72265625,,-4710.423828125,39815.33203125,29396.359375,21505.533203125,19832.98828125,16272.181640625,5782.4150390625,,,,,,,,,,,14464.6201171875,,,,,,,10366.705078125,,,11541.173828125,,,,,,9882.166015625,,,,,,,9385.82421875
145,24591.876953125,19655.416015625,21715.01953125,14798.0078125,8409.3349609375,,-4699.90283203125,39777.59375,29263.162109375,21487.939453125,19849.02734375,16259.318359375,5785.21630859375,,,,,,,,,,,14494.1015625,,,,,,,10353.6640625,,,11554.705078125,,,,,,9915.2939453125,,,,,,,9407.845703125
146,24537.470703125,19603.36328125,21745.619140625,14783.654296875,8415.2109375,,-4679.95703125,39756.96875,29786.583984375,21433.53125,19810.654296875,16289.62890625,5789.9326171875,,,,,,,,,,,14514.5625,,,,,,,10368.2021484375,,,11604.248046875,,,,,,9904.6279296875,,,,,,,9404.4736328125
147,24544.388671875,19605.02734375,21718.962890625,14766.5068359375,8435.669921875,,-4675.7685546875,39727.43359375,29184.78515625,21452.92578125,19820.904296875,16283.30078125,5803.61328125,,,,,,,,,,,14492.2021484375,,,,,,,10352.21484375,,,11631.775390625,,,,,,9931.359375,,,,,,,9427.03125
148,24461.47265625,19553.576171875,21743.873046875,14750.15234375,8425.01953125,,-4672.71044921875,39653.828125,29696.8359375,21393.478515625,19771.396484375,16315.6259765625,5812.5927734375,,,,,,,,,,,14555.203125,,,,,,,10378.8779296875,,,11616.259765625,,,,,,9961.94140625,,,,,,,9438.82421875
149,24467.40234375,19576.84765625,21766.033203125,14791.0078125,8449.6123046875,,-4664.705078125,39701.3828125,29242.78515625,21400.6953125,19809.5859375,16348.06640625,5802.20166015625,,,,,,,,,,,14573.509765625,,,,,,,10432.4970703125,,,11636.1875,,,,,,9981.814453125,,,,,,,9501.4931640625
150,24425.759765625,19538.083984375,21780.353515625,14742.044921875,8457.13671875,,-4668.423828125,39640.67578125,29662.41015625,21421.7734375,19743.732421875,16276.0078125,5802.9775390625,,,,,,,,,,,14606.6025390625,,,,,,,10459.755859375,,,11655.2451171875,,,,,,9985.5908203125,,,,,,,9490.9091796875
151,24337.888671875,19512.419921875,21812.03515625,14769.1328125,8466.0595703125,,-4673.57177734375,39655.28125,29638.32421875,21416.6953125,19739.650390625,16302.890625,5836.6767578125,,,,,,,,,,,14617.134765625,,,,,,,10448.0830078125,,,11655.63671875,,,,,,10011.4267578125,,,,,,,9533.2197265625
152,24329.828125,19490.52734375,21790.724609375,14756.8935546875,8457.5361328125,,-4645.48193359375,39606.58984375,29628.306640625,21437.458984375,19738.181640625,16356.201171875,5852.59912109375,,,,,,,,,,,14660.59375,,,,,,,10452.5517578125,,,11692.3466796875,,,,,,10034.7119140625,,,,,,,9545.048828125
153,24305.66796875,19458.646484375,21821.357421875,14750.2265625,8491.62109375,,-4688.35107421875,39587.890625,29589.189453125,21389.90625,19714.376953125,16319.912109375,5840.30908203125,,,,,,,,,,,14661.580078125,,,,,,,10549.9833984375,,,11727.3271484375,,,,,,10060.66796875,,,,,,,9558.3818359375
154,24290.51953125,19442.384765625,21792.890625,14761.958984375,8476.6845703125,,-4653.0576171875,39551.6953125,29207.11328125,21345.130859375,19736.78125,16335.14453125,5875.89697265625,,,,,,,,,,,14699.8623046875,,,,,,,10544.4677734375,,,11740.0947265625,,,,,,10069.51953125,,,,,,,9588.3408203125
155,24249.177734375,19437.021484375,21845.486328125,14724.466796875,8475.7568359375,,-4641.9619140625,39463.6328125,29659.53125,21370.29296875,19678.015625,16377.0107421875,5887.83837890625,,,,,,,,,,,14757.1025390625,,,,,,,10577.294921875,,,11766.5107421875,,,,,,10090.296875,,,,,,,9603.41796875
156,24219.27734375,19420.376953125,21851.53125,14711.7880859375,8449.2294921875,,-4658.1484375,39397.640625,29671.265625,21364.443359375,19683.63671875,16349.4443359375,5903.3388671875,,,,,,,,,,,14792.6513671875,,,,,,,10616.4091796875,,,11799.548828125,,,,,,10126.6689453125,,,,,,,9645.025390625
157,24223.0390625,19397.58984375,21807.978515625,14692.8544921875,8458.95703125,,-4649.54541015625,39481.1484375,29286.86328125,21314.01171875,19741.537109375,16363.322265625,5930.0830078125,,,,,,,,,,,14809.685546875,,,,,,,10610.3134765625,,,11790.044921875,,,,,,10124.3056640625,,,,,,,9656.572265625
158,24194.95703125,19398.71875,21844.478515625,14669.38671875,8469.857421875,,-4666.4423828125,39392.26953125,29206.34375,21296.283203125,19700.92578125,16354.9482421875,5921.4697265625,,,,,,,,,,,14844.62890625,,,,,,,10631.6328125,,,11840.0126953125,,,,,,10163.82421875,,,,,,,9687.19140625
159,24155.9921875,19352.869140625,21850.6484375,14663.98828125,8480.2998046875,,-4642.25830078125,39408.625,29609.67578125,21311.18359375,19657.37890625,16384.98046875,5947.2041015625,,,,,,,,,,,14828.486328125,,,,,,,10604.8173828125,,,11834.580078125,,,,,,10183.1953125,,,,,,,9710.05859375
160,24158.416015625,19348.169921875,21885.41015625,14676.033203125,8477.66796875,,-4617.48974609375,39381.453125,29538.748046875,21305.986328125,19637.8828125,16388.16015625,5947.51513671875,,,,,,,,,,,14881.96484375,,,,,,,10659.5810546875,,,11838.3779296875,,,,,,10195.322265625,,,,,,,9753.0986328125
161,24127.5546875,19350.93359375,21898.17578125,14654.767578125,8493.4091796875,,-4631.61181640625,39393.94921875,29610.056640625,21331.69140625,19631.95703125,16390.296875,5960.3095703125,,,,,,,,,,,14871.2451171875,,,,,,,10708.68359375,,,11887.3984375,,,,,,10204.5185546875,,,,,,,9761.203125
162,24092.421875,19350.623046875,21871.34765625,14607.6533203125,8475.2529296875,,-4612.1787109375,39298.55078125,29687.296875,21322.37890625,19596.85546875,16392.98828125,5969.0576171875,,,,,,,,,,,14923.6533203125,,,,,,,10716.6171875,,,11899.3046875,,,,,,10238.158203125,,,,,,,9789.359375
163,24052.140625,19337.244140625,21910.544921875,14607.0625,8474.7353515625,,-4628.60009765625,39324.44140625,29714.8515625,21402.580078125,19588.25,16409.361328125,5984.2509765625,,,,,,,,,,,14974.9208984375,,,,,,,10762.533203125,,,11947.3525390625,,,,,,10244.1845703125,,,,,,,9812.609375
164,24029.486328125,19310.701171875,21912.56640625,14623.646484375,8486.208984375,,-4634.78662109375,39265.7578125,29651.68359375,21327.982421875,19541.26171875,16417.486328125,6000.48876953125,,,,,,,,,,,14986.5205078125,,,,,,,10752.65234375,,,11941.392578125,,,,,,10265.814453125,,,,,,,9801.5703125
165,24013.65625,19278.509765625,21901.55078125,14547.8837890625,8485.505859375,,-4640.9755859375,39214.3828125,29622.30078125,21319.5859375,19558.12890625,16412.287109375,5998.986328125,,,,,,,,,,,15041.0234375,,,,,,,10794.0751953125,,,11947.5361328125,,,,,,10285,,,,,,,9819.0654296875
166,23981.02734375,19285.16796875,21892.708984375,14560.2626953125,8454.00390625,,-4629.197265625,39216.90234375,29682.8984375,21339.7890625,19569.966796875,16393.197265625,5990.4013671875,,,,,,,,,,,15069.806640625,,,,,,,10800.76171875,,,11981.810546875,,,,,,10287.2978515625,,,,,,,9864.5732421875
167,23954.421875,19264.556640625,21915.20703125,14546.5322265625,8481.826171875,,-4618.7802734375,39141.33984375,29687.443359375,21275.5703125,19512.365234375,16427.396484375,6002.88818359375,,,,,,,,,,,15129.4638671875,,,,,,,10810.4248046875,,,12005.83984375,,,,,,10313.03125,,,,,,,9888.2236328125
168,23949.580078125,19248.443359375,21942.53515625,14578.240234375,8438.48828125,,-4616.6806640625,39199.86328125,29667.337890625,21326.240234375,19499.640625,16458.55078125,6031.77783203125,,,,,,,,,,,15054.556640625,,,,,,,10828.4599609375,,,12039.8359375,,,,,,10311.7548828125,,,,,,,9915.583984375
169,23900.62109375,19219.7421875,21986.19921875,14549.263671875,8466.2587890625,,-4616.37109375,39178.88671875,29587.6875,21241.419921875,19474.271484375,16465.455078125,6032.986328125,,,,,,,,,,,15135.4580078125,,,,,,,10802.998046875,,,12031.4072265625,,,,,,10345.78515625,,,,,,,9902.4296875
170,23869.119140625,19188.7890625,21914.712890625,14550.0556640625,8458.0107421875,,-4617.2646484375,39169.1328125,29674.3515625,21291.916015625,19493.869140625,16475.234375,6028.83154296875,,,,,,,,,,,15160.0927734375,,,,,,,10836.7265625,,,12030.4404296875,,,,,,10353.560546875,,,,,,,9937.83203125
171,23865.61328125,19187.619140625,21963.6484375,14519.0556640625,8461.634765625,,-4606.25341796875,39123.73046875,29192.775390625,21245.341796875,19490.09375,16488.353515625,6037.5029296875,,,,,,,,,,,15167.69921875,,,,,,,10866.3212890625,,,12105.84765625,,,,,,10371.6982421875,,,,,,,9976.4755859375
172,23852.8125,19155.0859375,21966.322265625,14496.2939453125,8478.759765625,,-4596.56396484375,39195.71484375,29622.13671875,21266.734375,19475.7578125,16478.146484375,6060.380859375,,,,,,,,,,,15164.3466796875,,,,,,,10909.9248046875,,,12064.53125,,,,,,10385.19140625,,,,,,,9987.529296875
173,23851.896484375,19130.671875,22001.2421875,14474.2548828125,8450.203125,,-4591.216796875,39212.4765625,29590.40234375,21283.65234375,19479.29296875,16499.490234375,6061.8017578125,,,,,,,,,,,15214.072265625,,,,,,,10909.529296875,,,12109.8935546875,,,,,,10419.9775390625,,,,,,,10038.1328125
