A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
114708.828125,95662.96875,77985.28125,58202.33203125,35443.8671875,14258.771484375,,,101706.984375,102418.6796875,82319.2109375,57016.265625,35955.83203125,13990.830078125,,,,,,,,,,,2343.333740234375,3651.102783203125,3696.554443359375,11071.75,-2851.2021484375,,,,,,,,,,,,6228.89599609375,2972.633544921875,3510.59814453125,6001.8447265625,1604.9981689453125,-4002.251220703125,,
114645.3125,95645.6953125,77947.953125,58223.0859375,35470.984375,14331.3076171875,,,101935.8984375,102145.1015625,82105.6796875,57190.015625,36210.26953125,14080.380859375,,,,,,,,,,,2454.559326171875,3710.704833984375,3797.98583984375,11275.5673828125,-2831.3115234375,,,,,,,,,,,,6198.7890625,3010.442138671875,3552.333740234375,6116.8046875,1626.384033203125,-3999.926513671875,,
114767.765625,95682.8359375,77981.7734375,58245.890625,35503.2421875,14291.26171875,,,101942.828125,102402.90625,82147.6171875,57156.390625,36210.66796875,14027.2431640625,,,,,,,,,,,2471.908447265625,3709.300537109375,3769.7041015625,11324.015625,-2833.89990234375,,,,,,,,,,,,6201.8857421875,3012.615966796875,3557.560791015625,6120.64208984375,1646.988037109375,-3997.5791015625,,
114942.6015625,95747.2109375,77937.171875,58193.60546875,35511.0625,14402.51953125,,,102719.171875,102496.75,82392.46875,57330.8984375,36384.609375,14082.251953125,,,,,,,,,,,2532.97705078125,3793.74853515625,3931.9921875,11556.96484375,-2833.470947265625,,,,,,,,,,,,6170.5263671875,3035.89208984375,3528.657470703125,6239.93798828125,1659.992431640625,-3951.7314453125,,
114797.7109375,95682.03125,77981.0859375,58266.36328125,35579.0234375,14387.4423828125,,,102833.8984375,101198.984375,81951.90625,57334.6328125,36368.93359375,14110.1015625,,,,,,,,,,,2568.482177734375,3803.34375,3773.291259765625,11568.248046875,-2838.229736328125,,,,,,,,,,,,6189.24658203125,3002.699462890625,3512.251220703125,6242.3369140625,1675.1103515625,-3961.36328125,,
114668.9765625,95726.21875,77753.7109375,58233.2109375,35527.22265625,14424.9345703125,,,102939.90625,101143.1953125,82205.5078125,57433.4453125,36638.4375,14122.888671875,,,,,,,,,,,2628.30810546875,3845.726806640625,3938.536376953125,11698.7392578125,-2834.625,,,,,,,,,,,,6136.00537109375,3029.121337890625,3572.989013671875,6321.5595703125,1693.46484375,-3932.65478515625,,
114773.140625,95710.21875,77732.4921875,58282.47265625,35576.671875,14377.865234375,,,102924.421875,101070.8125,81954.15625,57507.74609375,36562.453125,14108.478515625,,,,,,,,,,,2634.1005859375,3856.291748046875,3857.6923828125,11733.423828125,-2814.52294921875,,,,,,,,,,,,6113.3154296875,3031.215087890625,3575.113037109375,6317.64453125,1675.5484619140625,-3922.802734375,,
114751.0703125,95706.9765625,77789.75,58321.8515625,35528.47265625,14397.609375,,,103044.375,101116.65625,81990.484375,57502.60546875,36796.2109375,14169.3671875,,,,,,,,,,,2711.62939453125,3910.03662109375,3786.742919921875,11801.7646484375,-2815.947021484375,,,,,,,,,,,,6138.30908203125,3074.14990234375,3577.888916015625,6388.220703125,1689.1295166015625,-3921.563232421875,,
114886.4140625,95750.5625,77892.6484375,58421.8125,35573.2578125,14413.017578125,,,103285.9765625,101069.4609375,82090.515625,57368.7890625,36846.1015625,14127.123046875,,,,,,,,,,,2733.637451171875,3949.0986328125,3733.337646484375,11808.30859375,-2822.7138671875,,,,,,,,,,,,6137.56005859375,3041.109619140625,3611.45361328125,6434.62158203125,1639.440673828125,-3917.740234375,,
114790.7265625,95819.40625,77559.828125,58369.5625,35562.74609375,14376.978515625,,,103214.3359375,101731.7421875,82162.5703125,57633.82421875,36895.10546875,14183.1513671875,,,,,,,,,,,2781.45068359375,3996.283935546875,3940.022216796875,11873.71484375,-2817.38427734375,,,,,,,,,,,,6237.720703125,3094.951904296875,3642.100830078125,6468.056640625,1704.3948974609375,-3889.12890625,,
114907.6171875,95672,77729.21875,58537.03125,35493.6796875,14374.9677734375,,,103247.6953125,100652.125,82139.0625,57266.515625,36986.01953125,14146.4453125,,,,,,,,,,,2816.398193359375,3994.998046875,3762.204345703125,11886.0390625,-2811.29833984375,,,,,,,,,,,,6264.63623046875,3078.16845703125,3632.362060546875,6500.33447265625,1725.234619140625,-3904.28564453125,,
114830.3359375,95807.3046875,77471.8125,58310.53515625,35573.59765625,14379.6494140625,,,103740.953125,101975,82327.296875,57638.984375,37036.78515625,14183.1337890625,,,,,,,,,,,2906.03466796875,4047.3603515625,4003.928955078125,11956.3466796875,-2820.626220703125,,,,,,,,,,,,6262.3759765625,3128.64306640625,3660.40966796875,6601.87158203125,1718.477783203125,-3890.2001953125,,
114927.484375,95784.7265625,77344.59375,58304.4921875,35570.4453125,14332.5703125,,,103768.0546875,101763.015625,82168.59375,57632.05078125,37076.1953125,14163.6396484375,,,,,,,,,,,2930.492431640625,4036.5341796875,4043.2685546875,11932.2080078125,-2791.355712890625,,,,,,,,,,,,6261.49951171875,3127.28125,3684.945556640625,6607.728515625,1744.0118408203125,-3879.807861328125,,
